id,Reserve.Location,Code.Loc.Snap,Site.Original,Camera.Site.Concatenate,Camera.Site.Std,Setup.Date,Setup.Time,Lat_Y,Long_X,Cam.Brand,Flash,Cam.Serial.No,Height,Fixture,DRXN,IMG# N,IMG# E,IMG# S,IMG# W,IMG# CT,Habitat.Descriptor,Shade,Visib.1,Visib.1,Visib.1,SITE_ID,Dist.Tree.1,Dist.Tree.2,Dist.Tree.3,Dist.Tree.4,Dist.Tree.5,Dist.Tree.6,Dist.Tree.7,Dist.Tree.8,Dist.Tree.9,Dist.Tree.10,Dist.Road,Dist.Water,Dist.Outcrop,Dist.Trail,Gral.Comments,other.cols.WATER (Km)P,other.cols.in.metadata2,Setup.Date.Original,Management.Type,Official.Name,Country,Province,Municipality,Vegetation,Biome,Elevation
544,Associated Private Nature Reserves,APN,Nhoveni 2,APN_Nhoveni 2,UMH_A07,NA,,-24.23516667,31.04483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JeJane/Umhlametsi??,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,470
545,Associated Private Nature Reserves,APN,Lions Lair2,APN_Lions Lair2,THO_A01,NA,,-24.45411111,31.16147222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,440
546,Associated Private Nature Reserves,APN,Lions Lair3,APN_Lions Lair3,THO_A02,NA,,-24.44288889,31.15183333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,440
547,Associated Private Nature Reserves,APN,LL5,APN_LL5,THO_A03,NA,,-24.46808333,31.12880556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,520
548,Associated Private Nature Reserves,APN,LL6,APN_LL6,THO_A04,NA,,-24.44069444,31.13622222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,520
549,Associated Private Nature Reserves,APN,Lions Lair8,APN_Lions Lair8,THO_A05,NA,,-24.43425,31.14533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,520
550,Associated Private Nature Reserves,APN,Lions Lair9,APN_Lions Lair9,THO_A06,NA,,-24.43666667,31.13097222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,520
551,Associated Private Nature Reserves,APN,Mok1,APN_Mok1,THO_A07,NA,,-24.40683333,31.15875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,520
552,Associated Private Nature Reserves,APN,Mok 4,APN_Mok 4,THO_A08,NA,,-24.39094444,31.15083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,520
553,Associated Private Nature Reserves,APN,Ilkley 1,APN_Ilkley 1,THO_A09,NA,,-24.54797222,31.16433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,477
554,Associated Private Nature Reserves,APN,Thinned,APN_Thinned,THO_A10,NA,,-24.41236111,31.19044444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,477
555,Associated Private Nature Reserves,APN,Unthinned,APN_Unthinned,THO_A11,NA,,-24.41163889,31.18991667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,567
556,Associated Private Nature Reserves,APN,TB 3,APN_TB 3,THO_A12,NA,,-24.42027778,31.19347222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,474
557,Associated Private Nature Reserves,APN,TB 5,APN_TB 5,THO_A13,NA,,-24.41916667,31.17205556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,474
558,Associated Private Nature Reserves,APN,TB12,APN_TB12,THO_A14,NA,,-24.40633333,31.19758333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
559,Associated Private Nature Reserves,APN,TB14,APN_TB14,THO_A15,NA,,-24.48652778,31.17402778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
560,Associated Private Nature Reserves,APN,TB15,APN_TB15,THO_A16,NA,,-24.48633333,31.15366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,474
561,Associated Private Nature Reserves,APN,TB17,APN_TB17,THO_A17,NA,,-24.45372222,31.21413889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
562,Associated Private Nature Reserves,APN,TB19,APN_TB19,THO_A18,NA,,-24.463,31.19930556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Greater Tubatse,MIXED BUSHVELD,Savanna,520
563,Associated Private Nature Reserves,APN,TB21,APN_TB21,THO_A19,NA,,-24.48077778,31.19494444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
564,Associated Private Nature Reserves,APN,TB26,APN_TB26,THO_A20,NA,,-24.43980556,31.18688889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
565,Associated Private Nature Reserves,APN,TB28,APN_TB28,THO_A21,NA,,-24.43611111,31.16283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
566,Associated Private Nature Reserves,APN,TB30,APN_TB30,THO_A22,NA,,-24.42675,31.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,518
567,Associated Private Nature Reserves,APN,TB32,APN_TB32,THO_A23,NA,,-24.415,31.15836111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,520
568,Associated Private Nature Reserves,APN,Jack1,APN_Jack1,THO_A24,NA,,-24.51313889,31.12372222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,520
569,Associated Private Nature Reserves,APN,Jackalberry 2,APN_Jackalberry 2,THO_A25,NA,,-24.49538889,31.12197222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Limpopo,Maruleng,ARID LOWVELD,Savanna,477
570,Associated Private Nature Reserves,APN,Malawane 1,APN_Malawane 1,THO_A26,NA,,-24.52419444,30.14363889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
571,Associated Private Nature Reserves,APN,RM4,APN_RM4,THO_A27,NA,,-24.52572222,31.16566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,520
572,Associated Private Nature Reserves,APN,Royal Mal 5,APN_Royal Mal 5,THO_A28,NA,,-24.51041667,31.17288889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,1003
573,Associated Private Nature Reserves,APN,Bushwillow 1,APN_Bushwillow 1,THO_A29,NA,,-24.54297222,31.14902778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
574,Associated Private Nature Reserves,APN,Xilutsi 7,APN_Xilutsi 7,THO_A30,NA,,-24.54480556,31.12622222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,517
575,Associated Private Nature Reserves,APN,Xilutsi 8,APN_Xilutsi 8,THO_A31,NA,,-24.56183333,31.1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
576,Associated Private Nature Reserves,APN,Waterbuck 3,APN_Waterbuck 3,THO_A32,NA,,-24.53086111,31.10391667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornybush,site and coordinates to confirm",,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
577,Associated Private Nature Reserves,APN,WB4,APN_WB4,THO_A33,NA,,-24.54136111,31.10969444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thornybush,,,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
578,Associated Private Nature Reserves,APN,N1,APN_N1,UMB_A01,NA,,-24.16969444,31.29933333,Cuddeback 1347,ICF,,,Tree,W,,,,,,alluvial  - Col mop and Euc div ,3,,,,,Col mop 0,Col mop 300,Col mop 500,Col mop 2000,Gym bux 5000,Euc cri 5500,Euc cri 6000,Euc cri 7000,Cis cor 6000,Cis cor 7000,30,"0,080m (Ri)",,,Umbabat,"0,780 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
579,Associated Private Nature Reserves,APN,N3,APN_N3,UMB_A02,NA,,-24.16244444,31.31533333,Cuddeback 1347,ICF,,,Tree,E,,,,,,open woodland - Col mop and Aca nig,1,,,,,Col mop 0,Col mop 1000,Col mop 1500,Col mop 5000,Col mop 6000,Dic cin 2500,Dic cin 4000,Gre hex 4000,Rhu pen 1500,Ter pru 7000,32,"0,680 (Ri)",,,Umbabat,"2,050 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,567
580,Associated Private Nature Reserves,APN,N5 ,APN_N5 ,UMB_A03,NA,,-24.18827778,31.31080556,Cuddeback 1347,ICF,,,Tree,NW,,,,,,tall woodland - Col mop,2,,,,,Col mop 0,Col mop 5000,Col mop 6000,Col mop 6500,Col mop 3500,Col mop 4000,Col mop 4500,Cis cor 3500,Euc div 3500,Com zey 1200,22,"0,830 (Ri)",,,Umbabat,"0,940 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,Mpumalanga,Bushbuckridge,ARID LOWVELD,Savanna,383
581,Associated Private Nature Reserves,APN,6U,APN_6U,UMB_A04,NA,,-24.10852778,31.31991667,Cuddeback 1347,ICF,,,Tree,E,,,,,,tall woodland - Com apic and Aca nig,3,,,,,Com api 0,Gre bic 200,Gre bic 400,Gre bic 1200,Gre bic 1500,Gre bic 3000,Gre bic 2400,Gre bic 2700,Ter pru 4000,Com moz 2500,45,"0,380 (Ri)",,,Umbabat,"0,720 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,343
582,Associated Private Nature Reserves,APN,13U,APN_13U,UMB_A05,NA,,-24.15155556,31.38413889,Cuddeback 1347,ICF,,,Tree,SE,,,,,,alluvial  - Phi vio,2,,,,,Com her 0,Gre bic 2000,Gre bic 4000,Com api 1500,Com api 4000,Dic cin 6000,Bos alb 5000,Bos alb 6000,Cis cor 7500,Cis cor 9000,32,"0,050 (Ri)",,,Umbabat,"0,380 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,383
583,Associated Private Nature Reserves,APN,DW,APN_DW,UMB_A06,NA,,-24.16475,31.35663889,Cuddeback 1347,ICF,,,Tree,NE,,,,,,short woodland - Col mop,2,,,,,Col mop 0,Col mop 3500,Col mop 8000,Col mop 7500,Col mop 12000,Lan sch 1500,Gre bic 6500,Com api 15000,Col mop 14000,Col mop 12000,7,"0,050 (D)",,,Umbabat,"0,050 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,343
584,Associated Private Nature Reserves,APN,U23a,APN_U23a,UMB_A07,NA,,-24.11152778,31.39836111,Cuddeback 1347,ICF,,,Tree,NE,,,,,,closed short woodland - Com api and ter pru,2,,,,,Lan sch 0,Gre hex 1000,Gre hex 3000,Gre hex 2500,Aca nig 2000,Aca nig 3000,Com api 4000,Ter pru 3000,Com api 6500,Com api 5000,65,"0,150 (Ri)",,,Umbabat,"0,290 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
585,Associated Private Nature Reserves,APN,U24b,APN_U24b,UMB_A08,NA,,-24.11141667,31.35491667,Cuddeback 1347,ICF,,,Tree,NE,,,,,,tall closed woodland - Aca nig and Ter pru,2,,,,,Ter pru 0,Gre bic 2700,Gre bic 5000,Gre hex 3000,Dic cin 700,Dic cin 1000,Dic cin 800,Dic cin 1500,Ter pru 1300,Ozo ora 2000,2,"0,130 (Ri)",,,Umbabat,"0,940 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
586,Associated Private Nature Reserves,APN,U43b,APN_U43b,UMB_A09,NA,,-24.13272222,31.33480556,Cuddeback 1347,ICF,,,Tree,SE,,,,,,closed woodland - Mixed Com spp.,2,,,,,Com api 0,Com her 2000,Gre bic 1800,Gre bic 2500,Gre bic 3000,Gre bic 4500,Com her 2500,Com her 7000,Com sch 7000,Com sch 7300,44,"0,290 (Ri)",,,Umbabat,"0,510 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
587,Associated Private Nature Reserves,APN,U63c,APN_U63c,UMB_A10,NA,,-24.15277778,31.34797222,Cuddeback 1347,ICF,,,Tree,E,,,,,,alluvial open woodland - Phi vio and Com zey,1,,,,,Com zey 0,Com zey 300,Com zey 5000,Gym bux 1000,Gym bux 5000,Gym bux 6000,Gym bux 8000,Gym bux 7000,Com zey 4000,Rhu pyr 3500,40,"0,070 (Ri)",,,Umbabat,"1,010 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
588,Associated Private Nature Reserves,APN,U64c,APN_U64c,UMB_A11,NA,,-24.12566667,31.40777778,Cuddeback 1347,ICF,,,Tree,W,,,,,,Alluvial open - Col mop and Grewia bicolor,1,,,,,Col mop 0,Com zey 4000,Gym bux 2000,Gym bux 3000,Gym bux 4000,Gym bux 7000,Dic cin 3000,Dic cin 3500,Com afr 4500,Dic cin 2000,100,"0,020 (Ri)",,,Umbabat,"0,040 (D)",,,Private reserve,Associated Private Nature Reserves,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
589,Khamab ,KHA,A03,KHA_A03,KHA_A03,2018-10-02,11:59,-25.50637,23.28768,Cuddeback,IR-Black,1231A6004261,70,Tree,N,5268,5269,5270,5271,5272,Boscia,3,65,21,1,A03,2,5,23,21,23,23,9,21,24,22,15,3880,1500,4,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
590,Khamab ,KHA,A04,KHA_A04,KHA_A04,2018-10-02,11:36,-25.5039,23.30751,Cuddeback,IR-Black,1231A6004263,80,Tree,SW,5263,5264,5265,5266,5267,Erioloba & Grewia,0,7,5,12,A04,1,1,4,6,8,6,9,8,8,11,17,2930,1500,5,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,323
591,Khamab ,KHA,A05,KHA_A05,KHA_A05,2018-10-02,11:11,-25.50513,23.32901,Cuddeback,IR-Black,1231A6004294,60,Tree,S,5258,5259,5260,5261,5262,Erioloba & Grewia,3,16,5,13,A05,1,5,5,7,10,13,14,11,13,15,6,2900,1500,3,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
592,Khamab ,KHA,B02,KHA_B02,KHA_B02,2018-10-02,8:36,-25.52772,23.26448,Cuddeback,IR-Black,1231A6004257,60,Tree,S,5231,5232,5233,5234,5235,Haemotoxylon & Grewia,3,8,18,10,B02,4,7,8,12,10,8,11,11,15,60,37,4130,1500,3,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
593,Khamab ,KHA,B03,KHA_B03,KHA_B03,2018-10-02,9:03,-25.52786,23.2861,Cuddeback,IR-Black,1231A6004300,60,Tree,NE,5236,5237,5238,5239,5240,"Boscia, Grewia ",3,11,5,3,B03,1,2,3,2,2,2,4,5,7,8,15,3110,1500,4,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
594,Khamab ,KHA,B04,KHA_B04,KHA_B04,2018-10-02,9:32,-25.5276,23.30802,Cuddeback,IR-Black,1231A6005825,70,Tree,NW,5241,5242,5243,5244,5245,Haemotoxylon & Grewia,3,8,6,6,B04,5,5,6,6,6,7,7,7,8,9,19,940,1500,4,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
595,Khamab ,KHA,B05,KHA_B05,KHA_B05,2018-10-02,10:01,-25.52451,23.32966,Cuddeback,IR-Black,1231A6004297,40,Tree,E,5246,5247,5248,5249,5250,"Boscia, Grewia & Melifera",0,6,2,4,B05,2,3,4,4,2,3,2,6,7,7,18,1350,1500,2,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
596,Khamab ,KHA,B06,KHA_B06,KHA_B06,2018-10-02,10:30,-25.52157,23.3529,Cuddeback,IR-Black,1231A6004254,60,Tree,N,5253,5254,5255,5256,5257,"Haemotoxylon, Grewia",3,12,25,1,B06,10,10,13,17,13,15,6,15,17,17,17,3670,1500,5,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
597,Khamab ,KHA,C02,KHA_C02,KHA_C02,2018-10-01,10:05,-25.54675,23.26413,Cuddeback,IR-Black,1231A6004247,60,Tree,N,5151,5152,5153,5154,5455,"Erioloba, Boscia, Grewia",3,13,6,4,C02,5,2,1,3,6,5,9,10,11,7,22,2650,1500,3,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
598,Khamab ,KHA,C03,KHA_C03,KHA_C03,2018-10-02,8:01,-25.54402,23.28675,Cuddeback,IR-Black,1231A6004295,40,Tree,S,5226,5227,5228,5229,5230,Erioloba & Grewia,3,10,9,3,C03,1,3,4,4,5,9,10,10,11,8,16,2870,1500,3,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1041
599,Khamab ,KHA,C04,KHA_C04,KHA_C04,2018-10-02,6:52,-25.54749,23.30939,Cuddeback,IR-Black,1231A6004301,70,Tree,NE,5192,5193,5194,5195,5196,Boscia & Grewia,3,7,1,3,C04,3,3,4,3,5,6,5,6,8,8,34,2200,1500,3,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
600,Khamab ,KHA,C05,KHA_C05,KHA_C05,2018-10-01,16:52,-25.54537,23.33054,Cuddeback,IR-Black,1231A6004260,70,Tree,S,5187,5188,5189,5190,5191,Erioloba,3,12,26,26,C05,13,11,23,24,28,26,27,17,36,28,58,2220,1500,2,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,North West,Kagisano/Molopo,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1036
601,Khamab ,KHA,C06,KHA_C06,KHA_C06,2018-10-01,16:24,-25.54432,23.3519,Cuddeback,IR-Black,1231A6004291,60,Tree,SE,5182,5183,5184,5185,5186,"Erioloba, Grewia & Melifera",0,16,17,4,C06,1,2,4,7,7,7,7,8,9,10,40,3870,1500,1,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1036
602,Khamab ,KHA,D02,KHA_D02,KHA_D02,2018-10-01,10:43,-25.5673,23.26616,Cuddeback,IR-Black,1231A6004296,70,Tree,E,5156,5157,5158,5159,5160,"Boscia, Grewia, Haemotoxylon",3,7,3,2,D02,1,2,1,2,3,3,4,3,6,6,15,970,1500,3,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1036
603,Khamab ,KHA,D03,KHA_D03,KHA_D03,2018-10-01,10:58,-25.56493,23.28529,Cuddeback,IR-Black,1231A6004258,50,Tree,E,5161,5162,5163,5164,5165,"Erioloba, Grewia ",3,15,4,15,D03,1,1,5,5,6,7,9,9,11,12,280,1020,1500,3,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1041
604,Khamab ,KHA,D04,KHA_D04,KHA_D04,2018-10-01,11:35,-25.56418,23.30806,Cuddeback,IR-Black,1231A6004252,60,Tree,SW,5166,5168,5169,5170,5171,Haemotoxylon forest,3,8,6,3,D04,4,6,8,8,8,7,7,8,7,8,405,3310,1500,5,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1036
605,Khamab ,KHA,D05,KHA_D05,KHA_D05,2018-10-01,12:07,-25.56578,23.33195,Cuddeback,IR-Black,1231A6004259,60,Tree,N,5172,5173,5174,5175,5176,Erioloba & Melifera,2,8,8,4,D05,1,2,2,2,3,3,4,5,7,8,26,4320,1500,3,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1036
606,Khamab ,KHA,D06,KHA_D06,KHA_D06,2018-10-01,15:19,-25.56509,23.35288,Cuddeback,IR-Black,1231A6004292,40,Tree,SW,5177,5178,5179,5180,5181,Erioloba & Grewia,2,15,6,4,D06,5,6,7,7,11,8,5,10,10,12,63,5370,1500,2,,,,01-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1036
607,Khamab ,KHA,E03,KHA_E03,KHA_E03,2018-10-02,16:26,-25.58684,23.28916,Cuddeback,IR-Black,1231A6004298,80,Tree,NE,5278,5279,5280,5281,5282,Erioloba & Grewia,2,21,11,6,E03,1,1,2,3,4,6,6,6,5,11,13,2480,1500,4,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1036
608,Khamab ,KHA,E04,KHA_E04,KHA_E04,2018-10-02,15:52,-25.58589,23.30986,Cuddeback,IR-Black,1231A6004256,70,Tree,NE,5273,5274,5275,5276,5277,Erioloba & Grewia,3,7,6,1,E04,1,1,2,4,6,7,7,8,12,10,7,3930,1500,4,,,,02-Oct-18,Private reserve,Khamab Kalahari Game Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1041
609,Venetia,VEN,D01,VEN_D01,VEN_D01,2018-08-31,,-22.26736,29.26736,Cuddeback Ambush,ICF,SN134716002537,0.4,TREE,S,DSC_0042,DSC_0039,DSC_0040,DSC_0041,DSC_0042,MEDIUM OPEN WOODLAND,2,10,10,10,D01,9,1,6,13,7,5,11,11,17,17,35,550,1750,1.5,,,,31/08/2018,Private reserve,Venetia Nature Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1040
610,Venetia,VEN,A01,VEN_A01,VEN_A01,2018-08-31,,-22.28234,29.27256,Cuddeback Ambush,ICF,SN134716002757,0.4,TREE,S,DSC_0005,DSC_0002,DSC_0003,DSC_0004,DSC_0005,MEDIUM CLOSED WOODLAND,2,8,8,10,A01,6,8,10,8,7,15,15,10,7,18,3,6100,772,10,,,,31/08/2018,Private reserve,Venetia Nature Reserve,South Africa,Limpopo,Musina,MOPANI VELD,Savanna,1040
